Code,Indonesia
hint_fleshwolf,"Fleshwolf
Predator kuat dan perwakilan dari fauna langka Norland.

Dianggap bahwa fleshwolf setara kekuatannya dengan petarung dengan {wolf_level} Keterampilan Tempur, bersenjata <hint=hint_resource_wooden_spear>Tombak</hint>.

$ Mereka menghuni hutan dan menghindari ruang terbuka. Mereka bisa menyerang manusia. Gunakan <hint=hint_bld_patrol_sign_day>Patroli Siang</hint> untuk melindungi petani.
$ Para lord secara tradisional memburu mereka berpasangan, menggunakan hanya senjata jarak dekat, sebagai ungkapan kehormatan terhadap makhluk tersebut.
$ Mereka juga bisa diserang dengan regu prajurit.
$ Bangkai setiap fleshwolf yang dibunuh mengandung beberapa <hint=hint_resource_meat>Daging</hint> yang bisa dimakan."
hint_action_task_reward,"Hadiah
Karakter akan menerima hadiah dari raja atas pelayanan setia.

Raja: {skill_name} tingkat {skill_level}

<b>Akibatnya:</b>
$ Pikiran <green>Berhadiah: {mind_modify}</green>
$ Kesetiaan: <green>{loyalty_modify}</green>
$ Hubungan dengan raja: <green>{relations_modify}</green>

<b>Biaya:</b>: <hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_action_task_threat,"Ancaman
Raja mengancam konsekuensi jika karakter memikirkan pengkhianatan.

Raja: {skill_name} tingkat {skill_level}

<b>Akibatnya</b>
$ Kesetiaan: <green>{loyalty_modify}</green>

<b>Efek Samping</b>:
$ Pikiran negatif: <red>Digertak: {threat_moral_modify}</red>
$ Ada kemungkinan karakter akan menyerang raja."
hint_action_task_donate,"Permintaan Donasi
Penguasa meminta donasi beberapa <hint=hint_resource_rune>Holy Rings</hint> sebagai bantuan.

Penguasa: {skill_name} tingkat {skill_level}

<b>Akibatnya</b>
$ Pikiran <red>Dipaksa mendonasikan: {mind_modify}</red>
$ Kesetiaan: <red>{loyalty_modify}</red>

<b>Penguasa menerima</b>:
$ {rings_rew_number} <hint=hint_resource_rune>Holy Rings</hint>"
hint_action_new_heir,"Tunjuk sebagai Pewaris
Penguasa akan menyatakan karakter ini sebagai pewarisnya.

<b>Akibatnya:</b>
$ {soul_uuid_1} akan menjadi pewaris.
$ Pewaris lama, {soul_uuid_2}, akan merasa direndahkan dan mengembangkan kebencian terhadap penguasa dan {soul_uuid_1}."
hint_action_new_king,"Serahkan Mahkota
Raja akan memberikan mahkota kepada karakter ini.

<b>Konsekuensi:</b>
$ {soul_uuid_1} akan menjadi monarki. 
$ Hubungan antara raja Anda dan <hint=hint_bishop>Uskup</hint>, Matriark, dan tetangga Anda akan dimulai dari awal. 
$ Monarki lama {soul_uuid_2} akan depresi dan membenci {soul_uuid_1}."
hint_action_give_title_to_hired_free_lord,"Berikan Gelar kepada Free Lord
Raja akan memberikan <hint=hint_title>gelar</hint> kepada {soul_uuid_1}, menjadikannya anggota keluarga yang sah sepenuhnya.

Diperlukan membayar pajak kepada Keluarga Penuh Kasih untuk mengamankan hak {soul_uuid_1} atas garis keturunannya.

<b>Konsekuensi</b>
$ {soul_uuid_1} akan menerima gelar dan bergabung dengan {faction_uuid}.
$ <hint=hint_resource_gold>{give_title_cost}</hint> akan dibelanjakan sebagai pajak kepada Keluarga Penuh Kasih.
$ Jumlah gelar yang tersedia akan berkurang 1.
{optional_philistine}"
hint_action_give_title_to_soldier,"Berikan Gelar kepada Prajurit
Raja menganugerahkan <hint=hint_title>gelar</hint> kepada prajurit tak bertanah {soul_uuid_1}, menjadikannya anggota keluarga yang sah sepenuhnya. Skill lord seperti itu akan relatif rendah.

Pajak kepada Keluarga Penuh Kasih diperlukan untuk dokumentasi garis keturunan {soul_uuid_1}.

Lord lain akan bersikap negatif terhadapnya karena kelahiran rendahnya.

<b>Konsekuensi</b>
$ {soul_uuid_1} akan menerima gelar dan menjadi lord sah di {faction_uuid}.
$ Sikap awal lord lain: <red>{mind_modify}</red>
$ <hint=hint_resource_gold>{give_title_cost}</hint> akan dibelanjakan untuk pajak Keluarga Penuh Kasih.
$ Jumlah gelar yang tersedia akan berkurang 1."
hint_action_take_title,"Cabut Gelar Lord
Raja akan mencabut lord {soul_uuid_1} dari <hint=hint_title>gelar</hint>-nya, dan ia akan menjadi <hint=hint_untitled_lord>lesser lord</hint>.

<b>Konsekuensi</b>
$ Lord yang dicabut tidak akan pernah melupakan penghinaan ini dan mengembangkan pikiran negatif terhadap Raja dengan kekuatan <red>{der_thought}</red>.
$ Teman lord ini akan kesal dan berpikir buruk tentang Raja.
$ Keluarga Anda akan mendapat gelar gratis.
{optional_take_from_politician}"
hint_action_task_dice,"Main Dadu
Main dadu dengan lord lain.

Hasil permainan cukup acak tapi banyak dipengaruhi perbedaan skill <hint=hint_skill_knowledge>Kecerdasan</hint> para pemain.

Taruhannya adalah <hint=hint_resource_rune>{dice_bet}</hint>."
hint_action_task_dice_context,"Main Dadu
Main dadu dengan lord lain.

Taruhannya akan <hint=hint_resource_rune>{dice_bet}</hint>.

$ {soul_uuid_1}: Kecerdasan {number1}
$ {soul_uuid_2}: Kecerdasan {number2}

Probabilitas {soul_uuid_1} menang adalah {ver}%."
hint_action_make_enemy,"Nyatakan sebagai Musuh
Nyatakan {soul_uuid_target} sebagai musuh raja Anda.

$ Karakter tersebut akan berusaha melarikan diri dari kerajaan secepat mungkin.
$ Para lord dan prajurit Anda akan mencoba menyerang dan membunuh karakter ini (dengan asumsi mereka bersenjata).
$ Anda juga bisa menyerangnya dengan <hint=hint_army>regu tempur</hint> (klik kanan pada target).
{additional_info_stack}"
hint_action_task_hunt,"Berburu
Karakter-karakter sedang berburu seekor <hint=hint_fleshwolf>Fleshwolf</hint> bersama-sama.

Dianggap bahwa Fleshwolf setara kekuatannya dengan seorang petarung yang memiliki Keterampilan Tempur {wolf_level}, bersenjata <hint=hint_resource_wooden_spear>Tombak</hint>.

$ Jika berhasil, jika Fleshwolf dikalahkan dan kedua pemburu masih berdiri, mereka menerima <hint=hint_thought_social>pemikiran sosial</hint> yang bertahan lama “Hunted Together” <green>{hunt_improve}</green>.
$ Selain itu, dalam kasus perburuan yang berhasil, para peserta akan menerima {exp_points} poin di <hint=hint_skill_combat>Keterampilan Tempur</hint> dan <hint=hint_skill_command>Keterampilan Komando</hint>.
$ Jika salah satu pemburu kalah dalam pertarungan, keduanya menerima pemikiran sosial negatif “Bad Hunter” <red>{bad_hunter}</red>."
hint_action_task_hunt_context,"Berburu
{soul_uuid_1}: <hint=hint_skill_combat>Keterampilan Tempur</hint>: {skill_1}
{soul_1_equipment_stack}

{soul_uuid_2}: <hint=hint_skill_combat>Keterampilan Tempur</hint>: {skill_2}
{soul_2_equipment_stack}

Fleshwolf setara kekuatannya dengan seorang petarung yang memiliki Keterampilan Tempur {wolf_level}, bersenjata <hint=hint_resource_wooden_spear>Tombak</hint>."
hint_action_task_together,"Habiskan Waktu Bersama
Karakter-karakter menghabiskan waktu bersama; mereka akan berjalan-jalan, berdoa, memainkan musik, dan sebagainya.

Selama waktu ini, pasti akan ada 2 <hint=hint_conversation>percakapan mendalam</hint> - tidak harus yang baik.

$ Probabilitas percakapan yang baik tergantung pada <hint=hint_mood>suasana hati</hint> karakter-karakter tersebut dan <hint=hint_interest>minat</hint> mereka satu sama lain,
$ Kekuatan pikiran dari percakapan ini berasal dari skill <hint=hint_skill_manners>Etika</hint>"
hint_action_task_hunt_unavailable,"Tidak Tersedia
Uskup tidak tersedia untuk berburu."
hint_action_task_hunt_by_no_wolf,"Tidak Tersedia
Tidak ada Fleshwolf yang tersedia untuk diburu di hutan."
hint_action_task_together_new_context,"Habiskan Waktu Bersama
{soul_uuid_1}: 
$ Suasana hati {mood_stack_1}
$ <hint=hint_interest>Minat</hint> terhadap lawan bicara: {interest_1}

{soul_uuid_2}: 
$ Suasana hati {mood_stack_2}, 
$ <hint=hint_interest>Minat</hint> terhadap lawan bicara: {interest_2}

<b>Hasilnya:</b>
{soul_uuid_1} akan berpikir tentang ${soul_uuid_2}:
{deep_social_stack_1}
Suasana hati: {moral_change_1}

{soul_uuid_2} akan berpikir tentang ${soul_uuid_1}:
{deep_social_stack_2}
Suasana hati: {moral_change_2}"
hint_child_sub_context,"~
Karakter ini adalah orang tua, sehingga tindakan ini juga akan memenuhi kebutuhan anak untuk <hint=hint_need_care>perawatan</hint>."
hint_marriage_local,"Menikah
Tanpa berani menentang kehendak Penguasa mereka, dua lord akan memasuki <hint=hint_marriage>pernikahan</hint> yang sah.

Pernikahan antara anak dan orang tua atau antara saudara kandung dilarang.
{optional_philistine}"
hint_marriage_local_context,"Menikah
{soul_uuid_1} akan menjadi pasangan {soul_uuid_2}."
hint_action_task_lesson,"~
$ Anak yang telah dewasa dan belajar membaca juga akan memperoleh <hint=hint_idea>pengetahuan</hint> dari guru.
$ Peserta pelatihan mendapatkan lebih banyak pengalaman untuk skill, yang mana mereka memiliki <hint=hint_talant>bakat</hint>.
$ Aksi ini akan terjadi setiap hari."
hint_action_task_lesson_context,"Belajar
Guru ini akan dapat mengembangkan skill siswa:
$ {skill_name} hingga level {skill_level_cup}
$ {skill_name_2} hingga level {skill_level_cup_2}

Efisiensi Pelatihan:
$ Guru memiliki skill <hint=hint_skill_teaching>Pelatihan</hint>: {skill_level_3}
$ Dan dapat meneruskan {exp} poin pengalaman per pelajaran

[hint_action_task_lesson]
{optional_add_info}"
hint_study_complex,"Pelatihan Umum
Guru akan melatih siswa dalam semua skill, pertama fokus pada bakat siswa hingga batas skill mereka dan kemudian skill yang tersisa secara bergantian."
hint_action_task_lesson_guest,"~
Karakter ini adalah tamu Anda, sehingga pelajaran memerlukan biaya <hint=hint_resource_rune>{price}</hint>.

Pembayaran akan diambil dari kantong raja."
hint_action_task_lesson_change_culture,"~
Karakter ini berasal dari budaya {culture}, sehingga ada kemungkinan siswa dapat mengubah budayanya."
hint_action_task_lesson_guest_no_money,"Tidak Cukup Holy Rings
Karakter ini adalah tamu Anda, sehingga pelajaran memerlukan biaya <hint=hint_resource_rune>{price}</hint>.

Anda tidak memiliki cukup Holy Rings untuk membayar pelajaran."
hint_action_task_lesson_bishop_low_opinion,"Hubungan Buruk
Hubungan buruk dengan raja Anda.

Tingkatkan hubungan dengan raja Anda hingga <green>{option_req}</green>."
hint_duel,"Duel
Karakter-karakter akan mencoba menentukan hubungan mereka melalui duel resmi.

$ Menghapus <hint=hint_desire>keinginan</hint> untuk balas dendam atau kematian dari musuh, jika ada pada peserta duel.
$ Duel berlanjut hingga salah satu peserta kehilangan kesadaran, tetapi hasil mematikan mungkin terjadi.
$ Semakin banyak rasa sakit yang ditimbulkan duelist pada lawan, semakin mudah bagi mereka untuk menyelesaikan keinginan mereka.
$ Duel diakui sebagai cara terhormat untuk menyelesaikan sengketa, sehingga bahkan jika Anda membunuh <hint=hint_bishop>Uskup</hint> dalam duel, Anda tidak akan menimbulkan kemarahan Matriark."
hint_duel_provoke,"Provokasi
Seorang tamu dari provinsi tetangga telah memprovokasi lord Anda untuk duel. Duel tersebut akan berlangsung malam ini.

Jika Anda tidak yakin dengan hasilnya, Anda dapat mengusir tamu dari provinsi Anda sebelum waktu itu. Lord Anda akan menghindari bahaya, tetapi ini akan memperburuk sikap monarki tamu (dan miliknya sendiri) terhadap Penguasa Anda."
hint_duel_context,"Duel
{soul_uuid_1}: <hint=hint_skill_combat>Keterampilan Tempur</hint>: {skill_1}
{soul_1_equipment_stack}

VS

{soul_uuid_2}: <hint=hint_skill_combat>Keterampilan Tempur</hint>: {skill_2}
{soul_2_equipment_stack}
{optional_duel_is_bad}
{optional_loyalty_change}"
hint_duel_unavailable_actor,"Aktor Tidak Kompatibel
Lord harus menjadi <hint=hint_enemy>musuh</hint> dari {soul_uuid_target}."
hint_action_task_savant_study_unavalable,"Savant
Savant tidak dapat dilatih."
hint_action_invite,"Undang sebagai Tamu
Lord akan menerima undangan untuk mengunjungi pemukiman Anda selama beberapa hari.

$ Lord akan setuju jika hubungan antara raja-raja Anda tidak di bawah <green>{opinion_threshold}</green>."
hint_action_shadow,"Perbuatan Gelap
Anda dapat menyewa pembunuh berantai dari kota ini untuk melakukan perbuatan gelap seperti pencurian dan penculikan di <b>menu aksi kota</b>.

Biaya jasa mereka bergantung pada <hint=hint_skill_speech>Persuasi</hint> skill dari raja Anda."
hint_action_task_hire_free_lord,"Menyewa
Sewa seorang free lord selama 10 hari.

Anda akan dapat memberikan tugas yang sama seperti pada para lord Anda sendiri - inspeksi bangunan, pimpin regu tempur, dan lainnya.

Biaya bergantung pada tingkat <hint=hint_skill_speech>Persuasi</hint> skill dari lord yang akan bernegosiasi dengan mereka."
hint_action_task_hire_free_lord_context,"Menyewa Seorang Lord
{skill_name} tingkat {skill_level}
Tingkat {skill_name} dari lord yang tersedia: {free_lord_skill_level}

Total biaya untuk 10 hari: <hint=hint_resource_rune>{price}</hint> {price_change_percent}

{optional_first_hire}

Petunjuk: Lord akan menerima pembayaran mereka hanya setelah kontrak berakhir, dan hingga saat itu, akan disimpan oleh Pihak Gereja sebagai jaminan perilaku baik dari kedua pihak."
hint_action_task_seduce,"Godaan
Jika <hint=hint_interest>minat</hint> seorang lord terhadap pelaku adalah <green>tinggi</green> (di atas {interest_high}), mereka akan menghabiskan waktu bersama di tempat tidur.

<b>Hasilnya:</b>
$ Target akan <green>secara besar meningkatkan opini</green> mereka terhadap Penguasa Anda (terima kasih kepada penggoda),
$ Jika opini mereka terhadap Penguasa Anda melebihi {puppet_treshold}, mereka akan menjadi <hint=hint_encyclopedia_puppets>puppet</hint>.
$ Jika target adalah penguasa kota lain dan opini mereka melebihi {puppet_treshold_duty_of_honor}, mereka akan mendapatkan <hint=hint_debt_of_honor>hutang kehormatan</hint> terhadap Penguasa Anda.

<b>Biaya:</b> Penggoda akan menerima pikiran negatif, dan target akan kehilangan minat terhadap mereka setelah godaan."
hint_action_task_seduce_context,"Godaan
{skill_name} tingkat {skill_level}

<b>Hasilnya</b>
$ Hubungan dengan Penguasa Anda ({soul_uuid_king}): <green>{rel_plus}</green>
{optional_negtive_mind_to_performer}
{optional_will_become_puppet}
{optional_will_duty_of_honor}
{optional_cant_be_puppet}"
hint_action_task_seduce_local,"Godaan
$ Jika <hint=hint_interest>minat</hint> lord terhadap aktor adalah <green>tinggi</green> (di atas {interest_high}), mereka akan menghabiskan waktu di tempat tidur.
$ Hasilnya, target <green>akan meningkatkan hubungan</green> mereka dengan Penguasa Anda, berpotensi menjadikan mereka <hint=hint_encyclopedia_puppets>puppet</hint> Anda."
hint_action_task_seduce_local_context,"Godaan
{skill_name} tingkat {skill_level}
{target_skill_name} target: tingkat {target_skill_level}

<b>Akibatnya</b>
$ Pikiran {soul_uuid_performer}: <red>{being_used}</red>
$ Hubungan dengan penguasa Anda ({soul_uuid_king}): <green>{rel_plus}</green>

Minat {soul_uuid_target} terhadap {soul_uuid_performer}: {interest_stack}"
hint_poison,"Meracuni
Jika peracunan berhasil, target akan mati dalam kesakitan, tetapi kecurigaan akan jatuh pada pelaku, dan mereka akan dilarang mengunjungi provinsi ini.

Jika gagal, <hint=hint_relations>hubungan</hint> antara <hint=hint_persons_king>raja-raja</hint> Anda akan memburuk parah, dan target akan bertarung sampai mati. Pengracun tidak akan lagi bisa mengunjungi provinsi ini.

$ Probabilitas keberhasilan bergantung pada perbedaan <hint=hint_skill_knowledge>Kecerdasan</hint> skill antara karakter yang berinteraksi.
$ Anda harus memiliki karakter dengan sifat <hint=hint_trait_poisoner>Pengracun</hint> dan loyalitas tinggi terhadap raja Anda."
hint_poison_context,"Meracuni
{soul_uuid_performer}
{skill_name_2} tingkat {skill_level_2}

{soul_uuid_target}
{skill_name_1} tingkat {skill_level_1}

<b>Probabilitas Keberhasilan:</b> {assain_chance}%

Jika gagal, <hint=hint_relations>hubungan</hint> antara <hint=hint_persons_king>raja-raja</hint> Anda akan memburuk parah, dan target akan bertarung sampai mati."
hint_action_task_bribe,"Suap
$ Lord akan memberikan karakter <hint=hint_resource_rune>{rings_rew_number}</hint> dan mencoba menimbulkan ketidakpuasan terhadap raja mereka sendiri.
$ Akibatnya, <hint=hint_loyalty>loyalitas</hint> lord terhadap raja mereka akan menurun.
$ Besarnya penurunan loyalitas pada target bergantung pada <hint=hint_skill_speech>Persuasi</hint> skill pelaku.

[hint_loyal_conflict]"
hint_action_task_bribe_context,"Suap
{skill_name} tingkat {skill_level}
{skill_name} tingkat target: {lord_skill_level}

<b>Akibatnya</b>
$ <hint=hint_loyalty>Loyalitas</hint> terhadap raja mereka sendiri: <red>{loyalty_modify}</red>
$ Hubungan dengan penguasa Anda ({soul_uuid_king}): <green>+{rel_plus}</green>

<b>Harga</b>:
<hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_action_task_bribe_unavailable_to_loyalist,"Tidak Tersedia
Lord ini setia kepada raja mereka."
hint_action_task_bribe_gm,"~
Tugas ini dapat diselesaikan dengan bantuan utusan. Dalam hal itu, suap akan dilakukan atas nama raja Anda, dan efektivitasnya akan bergantung pada skill utusan."
hint_action_task_go,"Pengusiran
Meminta tamu meninggalkan provinsi.

Sikap penguasa tamu dan tamu itu sendiri terhadap monarki Anda akan memburuk.

Selain itu, tamu ini akan dilarang mengunjungi provinsi Anda di masa depan."
hint_action_task_go_context,"Pengusiran
Meminta tamu meninggalkan provinsi. 

Skill Etika pelaku memengaruhi pengurangan pikiran negatif dari tindakan ini.

{soul_uuid_performer}:
{skill_name_2} {skill_level_2}

$ Sikap {soul_uuid_target} terhadap {soul_uuid_performer_king}: <red>{relations_modify_target}</red>
$ Sikap {soul_uuid_king} terhadap {soul_uuid_performer_king}: <red>{relations_modify_king}</red>
$ Karakter ini tidak akan lagi bisa mengunjungi Anda."
hint_kidnap,"Penculikan Karakter
Mencoba menangkap karakter yang dipilih saat mereka sedang tidur.

$ Jika karakter tidak bangun (probabilitas - {wake_k}%), mereka akan menjadi <hint=hint_trait_captive>sandera</hint>.
$ Jika target bangun, pertarungan dengan pelaku akan terjadi, setelah itu target akan mencoba melarikan diri dari pemukiman. Namun, Anda masih memiliki kesempatan untuk menangkap mereka jika pelaku atau garda berhasil melumpuhkan mereka.

Bagaimanapun juga, Anda telah melanggar hukum suci keramahan, dan <hint=hint_relations>hubungan</hint> raja Anda dengan semua <hint=hint_persons_king>raja-raja</hint> tetangga akan memburuk parah.

<hint=hint_loyalty>Loyalitas</hint> pelaku harus lebih tinggi dari {loyalty_action} agar mereka mau menjalankan tugas ini."
hint_kidnap_context,"Penculikan Karakter
Probabilitas korban terbangun: {wake}%

{soul_uuid_performer}:
{skill_name_1} tingkat {skill_level_1}

{soul_uuid_target}:
{skill_name_2} tingkat {skill_level_2} 
{optional_wake_info}"
hint_diplomacy,"Rekonsiliasi
Karakter dapat membujuk raja yang memusuhi untuk mengakhiri perang yang sia-sia dan berbahaya serta memulai kembali dengan lembaran bersih.

$ Hubungan dengan raja musuh menjadi <red>-10</red> terlepas dari tingkat permusuhan saat ini.
$ Anda harus memiliki karakter dengan sifat <hint=hint_trait_diplomat>Diplomat</hint>.
$ Selain itu, <hint=hint_loyalty>kesetiaan</hint> pelaku harus lebih tinggi dari {loyalty_action} agar mereka mau menjalankan tugas.

<b>Harga</b>:
<hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_diplomacy_context,"Rekonsiliasi
Hubungan dengan raja musuh menjadi <red>-10</red> terlepas dari tingkat permusuhan saat ini.

<b>Harga</b>:
<hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_assasin,"Upaya Pembunuhan
Upaya untuk membunuh karakter ini dengan menyerang mereka saat tidur di malam hari.

Dalam kasus sukses, <hint=hint_relations>hubungan</hint> antara <hint=hint_persons_king>raja-raja</hint> Anda akan memburuk secara signifikan.

<hint=hint_loyalty>Kesetiaan</hint> pelaku harus tinggi agar mereka mau menjalankan tugas."
hint_assasin_context,"Upaya Pembunuhan
Probabilitas korban terbangun: {wake}%

{soul_uuid_performer}:
{skill_name_1} tingkat {skill_level_1}

{soul_uuid_target}:
{skill_name_2} tingkat {skill_level_2}
{optional_wake_info}"
hint_assasin_gm,"Upaya Pembunuhan
Upaya untuk membunuh karakter ini dengan menyerang mereka saat tidur di malam hari.

Dalam hal apa pun, <hint=hint_relations>hubungan</hint> antara <hint=hint_persons_king>raja-raja</hint> Anda akan memburuk secara signifikan.

Tingkat keberhasilan bergantung pada <hint=hint_skill_combat>Keterampilan Tempur</hint> pelaku maupun target.

<hint=hint_loyalty>Kesetiaan</hint> pelaku harus tinggi agar mereka mau menjalankan tugas."
hint_assasin_context_gm,"Upaya Pembunuhan
{skill_name} tingkat {skill_level}

Dalam hal apa pun, <hint=hint_relations>hubungan</hint> antara <hint=hint_persons_king>raja-raja</hint> Anda akan memburuk secara signifikan."
hint_action_task_provoke_duel,"Provokasi Duel
Lord Anda akan sengaja menghina lord ini, menciptakan alasan untuk duel.

Akibat duel, salah satu lord mungkin mati.

Lebih lanjut, uskup setempat akan mengetahui hal ini dan melaporkan tindakan Anda kepada Matriark.

Dalam hal apa pun:
$ Hubungan dengan {soul_uuid_king}: <red>{rel_de_duel_provocation}</red>
$ Hubungan dengan Matriark: <red>{rel_de_duel_provocation_neighbore}</red>"
hint_action_task_provoke_duel_context,"Provokasi Duel
{soul_uuid_1}: <hint=hint_skill_combat>Keterampilan Tempur</hint>: {skill_1}
{soul_1_equipment_stack}

VS

{soul_uuid_2}: <hint=hint_skill_combat>Keterampilan Tempur</hint>: {skill_2}
{soul_2_equipment_stack}"
hint_action_task_provoke_duel_result_1,"Duel telah berakhir!
{soul_uuid_target} telah dibunuh.

$ Hubungan dengan {soul_uuid_king}: <red>{rel_de_duel_provocation}</red>
$ Hubungan dengan Matriark: <red>{rel_de_duel_provocation_neighbore}</red>"
hint_action_task_provoke_duel_result_2,"Pertarungan duel telah berakhir!
Lord Anda telah terbunuh.

$ Hubungan dengan {soul_uuid_king}: <red>{rel_de_duel_provocation}</red>
$ Hubungan dengan Matriark: <red>{rel_de_duel_provocation_neighbore}</red>"
hint_action_task_provoke_duel_result_3,"Duel telah berakhir!
Para petarung masih hidup.

$ Hubungan dengan {soul_uuid_king}: <red>{rel_de_duel_provocation}</red>
$ Hubungan dengan Matriark: <red>{rel_de_duel_provocation_neighbore}</red>"
hint_unavailable_low_match,"Minat Rendah
Tingkat minat target terhadap lord ini harus <green>tinggi</green>.

Minat {soul_uuid_target} terhadap {soul_uuid_performer}: {interest_stack}"
hint_unavailable_social_cooldown,"Belum siap untuk interaksi
{soul_uuid_performer} baru saja berinteraksi dengan {soul_uuid_target}, dan mereka ingin fokus pada tugas lain.

$ Anda dapat mengulangi aksi dalam {remain_time} jam."
hint_unavailable_low_loyalty,"Kesetiaan Rendah
Pelaku memiliki kesetiaan yang sangat rendah <hint=hint_loyalty>kesetiaan</hint>. Untuk ditugaskan ke tugas ini, kesetiaan harus setidaknya {loyalty_threshold}, tetapi saat ini hanya {loyalty}."
hint_loyal_conflict,"~
Ketika kesetiaan <hint=hint_loyalty>kesetiaan</hint> seorang karakter turun di bawah 25, lord memasuki konflik dengan rajanya.

$ Jika itu adalah pewaris dan mereka tidak ramah dengan raja, mereka mungkin memicu <hint=hint_nt_heir_rebellion>pemberontakan</hint>.
$ Jika itu adalah lord biasa atau pewaris yang ramah dengan raja, mereka lebih suka pergi ke provinsi tetangga, yang memperburuk hubungan antar raja tetapi tidak memicu pemberontakan.

<b>Akibatnya</b>, populasi, ekonomi, dan akibatnya, <b>tentara raja ini akan menurun</b>."
hint_unavailable_trade_moving,"Belum siap
Pedagang karavan akan siap berdagang segera setelah mencapai pusat pemukiman."
hint_unavailable_madness,"Gila
Lord ini tidak bisa menangani ini sekarang."
